id,scheme_name,major_component_name,sub_component_name,activity_master_name,1 Full time Accountant
397,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Youth & Eco Club
398,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Youth & Eco Club(stand alone primary only schools)
399,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),ICT Lab to BRCs (Recurring)
401,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Experiential Learning (Elementary),Rangotsav
403,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",LEP (Class VI - VIII),Learning Enhancement/Enrichment Programme (Remedial Teaching)
405,Elementary Education,Quality Interventions,NIPUN Bharat Mission,Nipun Bharat Mission (FLN),Teaching Learning Materials for implementation of Innovative pedagogies
406,Elementary Education,Quality Interventions,NIPUN Bharat Mission,Nipun Bharat Mission (FLN),Teacher Resource Material/Activity Handbook
407,Elementary Education,Quality Interventions,NIPUN Bharat Mission,Nipun Bharat Mission (FLN),Capacity building of Teachers of Grades I to V (New)
408,Elementary Education,Quality Interventions,NIPUN Bharat Mission,Nipun Bharat Mission (FLN),"Independent, periodic and holistic assessment of Students"
410,Elementary Education,Quality Interventions,NIPUN Bharat Mission,Formation of PMU (Elementary) State Level,State Level PMU Formation (Elementary)
411,Elementary Education,Quality Interventions,NIPUN Bharat Mission,Formation of PMU (Elementary),District Level
413,Elementary Education,Quality Interventions,Assessment at National & State level,Assessment at State level (Elementary),Assessment at State level
415,Elementary Education,Quality Interventions,Training for In-service Teacher and Head Teachers,In-Service Training (Elementary),Teachers Class VI to VII(Government Schools)
416,Elementary Education,Quality Interventions,Training for In-service Teacher and Head Teachers,In-Service Training (Elementary),Teachers Class VI to VIII(Government Aided Schools)
418,Elementary Education,Quality Interventions,Training for In-service Teacher and Head Teachers,In-Service Training (Elementary),Training of Resource Persons  & Master Trainers   (Elementary)
420,Elementary Education,Quality Interventions,Composite School Grant,Annual Grant   (up to Highest Class VIII),School Grant - (Enrol > 30 and  <=100 )
421,Elementary Education,Quality Interventions,Composite School Grant,Annual Grant   (up to Highest Class VIII),School Grant - (Enrol > 100 and <= 250 )
422,Elementary Education,Quality Interventions,Composite School Grant,Annual Grant   (up to Highest Class VIII),School Grant - (Enrol > 250 and <= 1000 )
423,Elementary Education,Quality Interventions,Composite School Grant,Annual Grant   (up to Highest Class VIII),School Grant - (Enrol > 1000)
424,Elementary Education,Quality Interventions,Composite School Grant,Annual Grant   (up to Highest Class VIII),School Grant (Enrol >= 1 and <= 30)
426,Elementary Education,Quality Interventions,Library Grants,Library Grant  (upto Highest Class VIII),Upper Primary Schools
427,Elementary Education,Quality Interventions,Library Grants,Library Grant  (upto Highest Class VIII),Primary Schools
429,Elementary Education,Quality Interventions,Rastriya Aavishkar Abhiyan,Rashtriya Aavishkar Abhiyaan  (Elementary),Science Exhibition / Book Fair
430,Elementary Education,Quality Interventions,Rastriya Aavishkar Abhiyan,Rashtriya Aavishkar Abhiyaan  (Elementary),Quiz Competition
431,Elementary Education,Quality Interventions,Rastriya Aavishkar Abhiyan,Rashtriya Aavishkar Abhiyaan  (Elementary),Exposure visit outside State
432,Elementary Education,Quality Interventions,Rastriya Aavishkar Abhiyan,Rashtriya Aavishkar Abhiyaan  (Elementary),Science Kit
433,Elementary Education,Quality Interventions,Rastriya Aavishkar Abhiyan,Rashtriya Aavishkar Abhiyaan  (Elementary),Excursion Trip for Students within State
434,Elementary Education,Quality Interventions,Rastriya Aavishkar Abhiyan,Rashtriya Aavishkar Abhiyaan  (Elementary),Maths Kit
435,Elementary Education,Quality Interventions,Rastriya Aavishkar Abhiyan,Rashtriya Aavishkar Abhiyaan  (Elementary),School Mentoring by Higher Education Institutes
436,Elementary Education,Quality Interventions,Rastriya Aavishkar Abhiyan,Rashtriya Aavishkar Abhiyaan  (Elementary),Participation in Science and Maths Olympiads
437,Elementary Education,Quality Interventions,Rastriya Aavishkar Abhiyan,Rashtriya Aavishkar Abhiyaan  (Elementary),Formation of Science / Maths Clubs
439,Elementary Education,Quality Interventions,ICT and Digital Initiatives,Digital Hardware & Software (up to Highest Class VIII) - NR,Smart Classroom  (Type - II) (Elementary)
440,Elementary Education,Quality Interventions,ICT and Digital Initiatives,Digital Hardware & Software (up to Highest Class VIII) - NR,Additional ICT Lab (Enrolment > 700 ) Existing
441,Elementary Education,Quality Interventions,ICT and Digital Initiatives,Digital Hardware & Software (up to Highest Class VIII) - NR,Additional ICT Lab (Enrolment > 700 ) New
442,Elementary Education,Quality Interventions,ICT and Digital Initiatives,Digital Hardware & Software (up to Highest Class VIII) - NR,Digital Hardware & Software (Type - I) (Elementary < 100)
443,Elementary Education,Quality Interventions,ICT and Digital Initiatives,Digital Hardware & Software (up to Highest Class VIII) - NR,Digital Hardware & Software (Type - I) (Elementary 100 < 250)
444,Elementary Education,Quality Interventions,ICT and Digital Initiatives,Digital Hardware & Software (up to Highest Class VIII) - NR,Digital Hardware & Software (Type - I) (Elementary 250 - 700)
446,Elementary Education,Quality Interventions,ICT and Digital Initiatives,Recurring Components (Digital Hardware & Software upto Highest Class VIII),Recurring Cost (ICT & Digital Initiatives) (Option - I) (New)
447,Elementary Education,Quality Interventions,ICT and Digital Initiatives,Recurring Components (Digital Hardware & Software upto Highest Class VIII),Recurring Cost (ICT & Digital Initiatives) (Option - I) (Existing)
448,Elementary Education,Quality Interventions,ICT and Digital Initiatives,Recurring Components (Digital Hardware & Software upto Highest Class VIII),Smart Classroom - (Recuring)  (Type - II)  (Elementary) (New)
449,Elementary Education,Quality Interventions,ICT and Digital Initiatives,Recurring Components (Digital Hardware & Software upto Highest Class VIII),Smart Classroom - (Recuring)  (Type - II)  (Elementary) (Existing)
451,Elementary Education,Quality Interventions,Early Childhood Care and Education (ECCE),Pre- Primary (Non- Recurring),Child Friendly Furniture
452,Elementary Education,Quality Interventions,Early Childhood Care and Education (ECCE),Pre- Primary (Non- Recurring),BALA Features
453,Elementary Education,Quality Interventions,Early Childhood Care and Education (ECCE),Pre- Primary (Non- Recurring),Out Door Play Materials
455,Elementary Education,Quality Interventions,Early Childhood Care and Education (ECCE),Pre-Primary (Recurring),TLM for Children
456,Elementary Education,Quality Interventions,Early Childhood Care and Education (ECCE),Pre-Primary (Recurring),Support at Pre-Primary Level (New)
457,Elementary Education,Quality Interventions,Early Childhood Care and Education (ECCE),Pre-Primary (Recurring),Support to Pre-Primary (Existing)
459,Elementary Education,Quality Interventions,Academic support through BRC/URC/CRC,Provision for BRCs/URCs,Financial Support  for 1 Accountant-cum-support staff
460,Elementary Education,Quality Interventions,Academic support through BRC/URC/CRC,Provision for BRCs/URCs,Financial Support  for 1 Data Entry Operator in position
461,Elementary Education,Quality Interventions,Academic support through BRC/URC/CRC,Provision for BRCs/URCs,Financial Support  for 1 MIS Coordinator in position
462,Elementary Education,Quality Interventions,Academic support through BRC/URC/CRC,Provision for BRCs/URCs,Financial Support  for 2 Resource Persons for CWSN
463,Elementary Education,Quality Interventions,Academic support through BRC/URC/CRC,Provision for BRCs/URCs,Financial Support  for 6 Resource Persons at BRC
465,Elementary Education,Quality Interventions,Academic support through BRC/URC/CRC,Provision for BRCs/URCs,Maintenance Grant
466,Elementary Education,Quality Interventions,Academic support through BRC/URC/CRC,Provision for BRCs/URCs,TLE/TLM Grant
467,Elementary Education,Quality Interventions,Academic support through BRC/URC/CRC,Provision for BRCs/URCs,"Meeting, TA"
468,Elementary Education,Quality Interventions,Academic support through BRC/URC/CRC,Provision for BRCs/URCs,Contingency Grant
469,Elementary Education,Quality Interventions,Academic support through BRC/URC/CRC,Provision for BRCs/URCs,Replacement of Furniture / Computer Grant (Once in 5 years)
470,Elementary Education,Quality Interventions,Academic support through BRC/URC/CRC,Provision for BRCs/URCs,Additional grant  to BRC / URC
473,Elementary Education,Quality Interventions,Academic support through BRC/URC/CRC,Provisions for CRCs,Furniture Grant / Computer
474,Elementary Education,Quality Interventions,Academic support through BRC/URC/CRC,Provisions for CRCs,Maintenance Grant
475,Elementary Education,Quality Interventions,Academic support through BRC/URC/CRC,Provisions for CRCs,TLM Grant
476,Elementary Education,Quality Interventions,Academic support through BRC/URC/CRC,Provisions for CRCs,"Meeting, TA"
477,Elementary Education,Quality Interventions,Academic support through BRC/URC/CRC,Provisions for CRCs,Contingency Grant
478,Elementary Education,Quality Interventions,Academic support through BRC/URC/CRC,Provisions for CRCs,Financial Support  for CRC Coordinator (one)
479,Elementary Education,Quality Interventions,Academic support through BRC/URC/CRC,Provisions for CRCs,Mobility Support for CRC(Strengthening of CRC)
481,Elementary Education,Financial Support for Teachers,Financial Support for Teachers (HMs/Teachers),Financial Support for Salary (Elementary),Financial Support for Teacher Salary (Elementary)
483,Elementary Education,Financial Support for Teachers,Appointment of Language Teachers,Language Teachers in NER (Hindi) (Elementary),Hindi Teacher (New)
484,Elementary Education,Financial Support for Teachers,Appointment of Language Teachers,Language Teachers in NER (Hindi) (Elementary),Hindi Teacher (Previous)
485,Elementary Education,Financial Support for Teachers,Appointment of Language Teachers,Language Teachers in NER (Hindi) (Elementary),Billengual Teaching Learning Materials and Books
486,Elementary Education,Financial Support for Teachers,Appointment of Language Teachers,Language Teachers in NER (Hindi) (Elementary),Training of Hindi Teacher (New)
487,Elementary Education,Financial Support for Teachers,Appointment of Language Teachers,Language Teachers in NER (Hindi) (Elementary),Training of Hindi Teacher (Previous)
489,Elementary Education,Financial Support for Teachers,Appointment of Language Teachers,Language Teachers in States/UTs (Urdu) (Elementary),Urdu Teacher (New)
490,Elementary Education,Financial Support for Teachers,Appointment of Language Teachers,Language Teachers in States/UTs (Urdu) (Elementary),Urdu Teacher (Previous)
491,Elementary Education,Financial Support for Teachers,Appointment of Language Teachers,Language Teachers in States/UTs (Urdu) (Elementary),Billengual Teaching Learning Materials and Books
492,Elementary Education,Financial Support for Teachers,Appointment of Language Teachers,Language Teachers in States/UTs (Urdu) (Elementary),Training of Urdu Teacher (New)
493,Elementary Education,Financial Support for Teachers,Appointment of Language Teachers,Language Teachers in States/UTs (Urdu) (Elementary),Training of Urdu Teacher (Previous)
496,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - I (NR) (New) (Classes VI -VIII),Boundary Wall
497,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - I (NR) (New) (Classes VI -VIII),Boring/ Handpump
498,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - I (NR) (New) (Classes VI -VIII),Furniture/ Equipment (including kitchen)
499,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - I (NR) (New) (Classes VI -VIII),TLM and equipment including library books
500,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - I (NR) (New) (Classes VI -VIII),Bedding
502,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - I (Recurring) (New) (Classes VI -VIII),Food/Lodging per child per month
503,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - I (Recurring) (New) (Classes VI -VIII),Stipend  per girl per month
504,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - I (Recurring) (New) (Classes VI -VIII),"Supplementary TLM, Stationery and other educational material"
505,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - I (Recurring) (New) (Classes VI -VIII),1 Warden
506,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - I (Recurring) (New) (Classes VI -VIII),1 Head Teacher
507,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - I (Recurring) (New) (Classes VI -VIII),4 - 5 Full Time Teachers
510,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - I (Recurring) (New) (Classes VI -VIII),1 Full Time Accountant
512,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - I (Recurring) (New) (Classes VI -VIII),1 Head Cook
513,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - I (Recurring) (New) (Classes VI -VIII),2 Assistant Cook
514,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - I (Recurring) (New) (Classes VI -VIII),Specific skill training per girl
516,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - I (Recurring) (New) (Classes VI -VIII),Medical care / Contingencies
517,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - I (Recurring) (New) (Classes VI -VIII),Maintenance
518,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - I (Recurring) (New) (Classes VI -VIII),Miscellaneous
520,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - I (Recurring) (New) (Classes VI -VIII),P.T.A.
521,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - I (Recurring) (New) (Classes VI -VIII),Provision of Rent
522,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - I (Recurring) (New) (Classes VI -VIII),Capacity Building
523,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - I (Recurring) (New) (Classes VI -VIII),Physical / Self Defence
524,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - I (Recurring) (New) (Classes VI -VIII),Examination Fee
526,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - I (NR) (Previous Year) (Classes VI -VIII),Vending Machine
527,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - I (NR) (Previous Year) (Classes VI -VIII),Construction of Building (Previous)
